3499.9986656905767 0.0
3972.3376018875924 0.0
3972.338463914191 1.0
3972.367773041156 1.0
3972.36863508085 0.0
3972.430702922036 0.0
3972.431564989042 1.0
3972.4738067307035 1.0
3972.4746688164178 0.0
3972.765213013947 0.0
3972.766075226145 1.0
3972.807461851786 1.0
3972.808324082323 0.0
3974.1486826893993 0.0
3974.149545502213 1.0
3974.1840583219746 1.0
3974.184921150149 0.0
3975.0220409542594 0.0
3975.022904146338 1.0
3975.0617481778954 1.0
3975.0626113872195 0.0
3982.8189794774876 0.0
3982.8198460591607 1.0
3982.844110499122 1.0
3982.8449770917314 0.0
3984.8989941738737 0.0
3984.8998616609233 1.0
3984.938898969044 1.0
3984.939766473467 0.0
3989.972436049456 0.0
3989.9733057468234 1.0
3989.9985271353967 1.0
3989.9993968441377 0.0
3993.077930783049 0.0
3993.0788018347566 1.0
3993.114515282001 1.0
3993.1153863496706 0.0
3995.766934317087 0.0
3995.767806542351 1.0
3995.7939734773463 1.0
3995.7948457144153 0.0
3997.5872246852687 0.0
3997.5880977054067 1.0
3997.6221457882116 1.0
3997.6230188236023 0.0
4412.865123535884 0.0
4412.866151297729 1.0
4412.893901048493 1.0
4412.894928823743 0.0
4414.129632552175 0.0
4414.130660903116 1.0
4414.169738593902 1.0
4414.17076696353 0.0
4414.982299959215 0.0
4414.9833287074825 1.0
4415.004932531843 1.0
4415.005961290657 0.0
4416.093627499006 0.0
4416.094656765246 1.0
4416.157442913178 1.0
4416.158472209166 0.0
4417.569058458804 0.0
4417.570088412921 1.0
4417.630856555926 1.0
4417.631886538859 0.0
4419.1207138198615 0.0
4419.121744497642 1.0
4419.180493925823 1.0
4419.181524631487 0.0
4422.71451461111 0.0
4422.7155469659465 1.0
4422.786780613565 1.0
4422.787813002138 0.0
4422.815687675803 0.0
4422.816720077872 1.0
4422.846659947524 1.0
4422.847692364052 0.0
4423.77293130436 0.0
4423.773964153369 1.0
4423.827672966441 1.0
4423.828705841012 0.0
4425.4695194004635 0.0
4425.470553041852 1.0
4425.5222357269595 1.0
4425.523269392976 0.0
4425.718640940049 0.0
4425.719674697815 1.0
4425.767228077083 1.0
4425.768261857546 0.0
4426.303825063562 0.0
4426.304859094719 1.0
4426.39275350898 1.0
4426.393787581687 0.0
4426.451696424426 0.0
4426.452730524674 1.0
4426.486856103906 1.0
4426.487890220581 0.0
4426.4982314139115 0.0
4426.499265535903 1.0
4426.559245438097 1.0
4426.560279588596 0.0
4426.595440993075 0.0
4426.596475160485 1.0
4426.654389306751 1.0
4426.6554235017065 0.0
4426.666799678109 0.0
4426.667833878863 1.0
4426.749537265512 1.0
4426.7505715049265 0.0
4427.1301700069 0.0
4427.131204424179 1.0
4427.156030583909 1.0
4427.157065013274 0.0
4427.223269498096 0.0
4427.224303958882 1.0
4427.246027747065 1.0
4427.2470622184865 0.0
4427.278096585934 0.0
4427.279131072342 1.0
4427.479830580212 1.0
4427.480865160897 0.0
4427.698137817447 0.0
4427.69917250016 1.0
4427.736421399886 1.0
4427.737456100492 0.0
4428.32627917683 0.0
4428.327314153137 1.0
4428.383203592141 1.0
4428.3842385950575 0.0
4428.714429220239 0.0
4428.7154643779895 1.0
4428.776539541755 1.0
4428.77757472854 0.0
4429.4153417656635 0.0
4429.416377251098 1.0
4429.490933474768 1.0
4429.491968995546 0.0
4429.964216923916 0.0
4429.965252665994 1.0
4430.051220946785 1.0
4430.052256729547 0.0
4430.155837451713 0.0
4430.156873283395 1.0
4430.205557918861 1.0
4430.206593773793 0.0
4430.786748635903 0.0
4430.787784762638 1.0
4430.941136862699 1.0
4430.942173061641 0.0
4431.233364167785 0.0
4431.23440050341 1.0
4431.314199802232 1.0
4431.315236175667 0.0
4432.581009892496 0.0
4432.582046858566 1.0
4432.625599871657 1.0
4432.62663685859 0.0
4435.562216429315 0.0
4435.563254790713 1.0
4435.609981556789 1.0
4435.61101994055 0.0
4436.326581936941 0.0
4436.327620656244 1.0
4436.363976138297 1.0
4436.365014875111 0.0
4438.099344769056 0.0
4438.100384318673 1.0
4438.166916507109 1.0
4438.167956088381 0.0
4438.917620967999 0.0
4438.918660900985 1.0
4438.970658171596 1.0
4438.971698129434 0.0
4440.876678546227 0.0
4440.877719397337 1.0
4440.956825509409 1.0
4440.957866398089 0.0
4442.877053716859 0.0
